num_worker	num_threads	time_sec
1.0	1.0	221.08201432228088
1.0	2.0	139.4093427658081
1.0	3.0	116.99067807197571
1.0	4.0	108.77730941772461
1.0	5.0	103.39977622032166
1.0	6.0	105.83194208145142
1.0	7.0	106.22159123420715
1.0	8.0	105.80604243278503
1.0	9.0	103.72823810577393
1.0	10.0	100.71380352973938
2.0	1.0	133.87663006782532
2.0	2.0	83.46719312667847
2.0	3.0	73.33148908615112
2.0	4.0	67.99061846733093
2.0	5.0	67.89658761024475
2.0	6.0	68.16918182373047
2.0	7.0	69.35948348045349
2.0	8.0	69.36995911598206
2.0	9.0	70.41523003578186
2.0	10.0	70.36544489860535
3.0	1.0	96.19099473953247
3.0	2.0	63.708189249038696
3.0	3.0	56.7036817073822
3.0	4.0	54.37176847457886
3.0	5.0	54.51035284996033
3.0	6.0	54.72996687889099
3.0	6.0	54.79790139198303
3.0	6.0	54.063918590545654
3.0	6.0	55.03633522987366
3.0	6.0	55.423166036605835
4.0	1.0	76.26059079170227
4.0	2.0	53.49390745162964
4.0	3.0	49.32728695869446
4.0	4.0	49.86383318901062
4.0	5.0	48.31533217430115
4.0	5.0	48.334709882736206
4.0	5.0	48.919662952423096
4.0	5.0	47.872923612594604
4.0	5.0	50.14921450614929
4.0	5.0	48.54148006439209
5.0	1.0	63.3326575756073
5.0	2.0	48.81194448471069
5.0	3.0	46.78593850135803
5.0	4.0	46.628119707107544
5.0	4.0	45.79530358314514
5.0	4.0	45.621938705444336
5.0	4.0	45.63546371459961
5.0	4.0	46.05372452735901
5.0	4.0	45.13104486465454
5.0	4.0	45.46447420120239
6.0	1.0	55.76771950721741
6.0	2.0	45.485405921936035
6.0	3.0	44.907267570495605
6.0	3.0	-1.0
6.0	3.0	44.828954219818115
6.0	3.0	45.019983530044556
6.0	3.0	44.955917835235596
6.0	3.0	44.676485776901245
6.0	3.0	45.104907274246216
6.0	3.0	44.75144982337952
7.0	1.0	50.8845648765564
7.0	2.0	44.85279941558838
7.0	2.0	44.67580795288086
7.0	2.0	44.34696650505066
7.0	2.0	44.66289043426514
7.0	2.0	44.888875007629395
7.0	2.0	45.43789982795715
7.0	2.0	44.49453520774841
7.0	2.0	44.578081130981445
7.0	2.0	44.589874029159546
8.0	1.0	48.02996826171875
8.0	2.0	44.60688757896423
8.0	2.0	44.091808557510376
8.0	2.0	44.5339891910553
8.0	2.0	44.991591930389404
8.0	2.0	44.191526651382446
8.0	2.0	44.40190625190735
8.0	2.0	43.967509031295776
8.0	2.0	44.55162334442139
8.0	2.0	43.42676901817322
9.0	1.0	46.425930976867676
9.0	2.0	44.32700443267822
9.0	2.0	45.5407338142395
9.0	2.0	44.47335410118103
9.0	2.0	44.38982129096985
9.0	2.0	43.99810266494751
9.0	2.0	43.85187840461731
9.0	2.0	44.11785912513733
9.0	2.0	45.23258876800537
9.0	2.0	45.325690507888794
10.0	1.0	45.39765906333923
10.0	2.0	45.35324549674988
10.0	2.0	45.457600593566895
10.0	2.0	43.781386852264404
10.0	2.0	45.59728693962097
10.0	2.0	-1.0
10.0	2.0	44.85310697555542
10.0	2.0	44.482696771621704
10.0	2.0	45.0102813243866
10.0	2.0	44.223822355270386
11.0	1.0	45.767014026641846
11.0	1.0	45.17951250076294
11.0	1.0	46.43255138397217
11.0	1.0	47.117999792099
11.0	1.0	45.03401494026184
11.0	1.0	45.620301961898804
11.0	1.0	45.12172055244446
11.0	1.0	45.2707257270813
11.0	1.0	45.95030856132507
11.0	1.0	47.13976073265076
12.0	1.0	46.12266993522644
12.0	1.0	46.581860303878784
12.0	1.0	45.47785806655884
12.0	1.0	46.08522033691406
12.0	1.0	45.737130880355835
12.0	1.0	45.53723216056824
12.0	1.0	46.20275926589966
12.0	1.0	45.993311643600464
12.0	1.0	45.97020077705383
12.0	1.0	45.02755522727966
13.0	1.0	45.565120697021484
13.0	1.0	46.039762020111084
13.0	1.0	45.59787344932556
13.0	1.0	45.34457540512085
13.0	1.0	46.32966136932373
13.0	1.0	45.61935043334961
13.0	1.0	45.09207034111023
13.0	1.0	44.95770597457886
13.0	1.0	46.03649044036865
13.0	1.0	45.33106327056885
14.0	1.0	45.64446687698364
14.0	1.0	46.4982385635376
14.0	1.0	46.73829507827759
14.0	1.0	46.49302959442139
14.0	1.0	46.595179080963135
14.0	1.0	46.122411012649536
14.0	1.0	46.08769607543945
14.0	1.0	45.99202632904053
14.0	1.0	46.25054478645325
14.0	1.0	46.09404635429382
15.0	1.0	47.12593746185303
15.0	1.0	46.514514446258545
15.0	1.0	46.25651407241821
15.0	1.0	46.500579595565796
15.0	1.0	46.707297563552856
15.0	1.0	46.532005071640015
15.0	1.0	46.31637144088745
15.0	1.0	47.59001445770264
15.0	1.0	46.824681758880615
15.0	1.0	47.41548204421997
